Time,HeadPosx,HeadPosy,HeadPosz,rewardx,rewardz
14:53:09:695,-4.772755,1.554153,-1.618349,,
14:53:09:729,-4.77283,1.55588,-1.614387,,
14:53:09:762,-4.773551,1.55846,-1.610931,,
14:53:09:796,-4.774704,1.561729,-1.607713,,
14:53:09:829,-4.776293,1.5646,-1.605009,,
14:53:09:862,-4.778183,1.567188,-1.602524,,
14:53:09:895,-4.780524,1.569376,-1.600812,,
14:53:09:929,-4.783066,1.57081,-1.599538,,
14:53:09:962,-4.785016,1.571558,-1.59806,,
14:53:09:996,-4.787128,1.571718,-1.597024,,
14:53:10:029,-4.788793,1.571723,-1.59626,,
14:53:10:063,-4.790704,1.571753,-1.596003,,
14:53:10:096,-4.792494,1.571731,-1.596142,,
14:53:10:129,-4.794281,1.571541,-1.596574,,
14:53:10:163,-4.795978,1.571316,-1.597219,,
14:53:10:196,-4.797627,1.570712,-1.597991,,
14:53:10:229,-4.799129,1.569786,-1.598971,,
14:53:10:263,-4.800714,1.568609,-1.600189,,
14:53:10:296,-4.802257,1.566822,-1.601502,,
14:53:10:330,-4.803949,1.56473,-1.602816,,
14:53:10:362,-4.805716,1.562011,-1.604042,,
14:53:10:396,-4.807562,1.558753,-1.60522,,
14:53:10:430,-4.80949,1.555162,-1.60633,,
14:53:10:463,-4.811485,1.551132,-1.607617,,
14:53:10:496,-4.813186,1.546993,-1.608672,,
14:53:10:530,-4.814604,1.542989,-1.60978,,
14:53:10:563,-4.815679,1.539204,-1.610856,,
14:53:10:596,-4.816354,1.535791,-1.612081,,
14:53:10:630,-4.816679,1.533203,-1.613461,,
14:53:10:663,-4.816474,1.531646,-1.61473,,
14:53:10:697,-4.816126,1.531137,-1.616073,,
14:53:10:730,-4.815544,1.531486,-1.617482,,
14:53:10:763,-4.814561,1.532349,-1.618642,,
14:53:10:797,-4.813275,1.533287,-1.61975,,
14:53:10:830,-4.811684,1.534392,-1.620906,,
14:53:10:864,-4.809887,1.536047,-1.622287,,
14:53:10:897,-4.807951,1.538203,-1.62389,,
14:53:10:931,-4.806047,1.541173,-1.626062,,
14:53:10:964,-4.804277,1.544508,-1.62878,,
14:53:10:997,-4.802588,1.547647,-1.63183,,
14:53:11:031,-4.801538,1.550377,-1.6354,,
14:53:11:064,-4.801386,1.552812,-1.639622,,
14:53:11:098,-4.802456,1.555072,-1.644322,,
14:53:11:131,-4.804531,1.557103,-1.649561,,
14:53:11:164,-4.807776,1.558604,-1.65553,,
14:53:11:198,-4.812568,1.560206,-1.662668,,
14:53:11:231,-4.81894,1.561629,-1.671077,,
14:53:11:264,-4.826846,1.562798,-1.680512,,
14:53:11:298,-4.836402,1.563418,-1.691225,,
14:53:11:332,-4.847317,1.56374,-1.703152,,
14:53:11:364,-4.859829,1.56394,-1.71656,,
14:53:11:398,-4.874022,1.564098,-1.732022,,
14:53:11:432,-4.890185,1.563893,-1.74972,,
14:53:11:465,-4.907571,1.563259,-1.76872,,
14:53:11:498,,,,,
14:53:11:499,,,,,
14:53:11:499,,,,,
14:53:11:500,,,,,
14:53:13:919,,,,,
14:53:18:812,-5.814433,1.112263,-1.114579,,
14:53:18:831,-5.816315,1.105311,-1.115403,,
14:53:18:862,-5.818435,1.096307,-1.11674,,
14:53:18:895,-5.819916,1.088905,-1.118127,,
14:53:18:929,-5.820915,1.084496,-1.119538,,
14:53:18:962,-5.82118,1.083098,-1.120886,,
14:53:18:996,-5.821256,1.084263,-1.121949,,
14:53:19:029,-5.820858,1.087436,-1.123044,,
14:53:19:063,-5.819895,1.09245,-1.123866,,
14:53:19:096,-5.818623,1.09852,-1.124486,,
14:53:19:129,-5.816854,1.10564,-1.12498,,
14:53:19:163,-5.814815,1.113475,-1.125165,,
14:53:19:196,-5.812357,1.121284,-1.125223,,
14:53:19:229,-5.809805,1.128594,-1.125336,,
14:53:19:263,-5.807043,1.135086,-1.125148,,
14:53:19:296,-5.804399,1.140637,-1.124908,,
14:53:19:330,-5.801836,1.145537,-1.124787,,
14:53:19:363,-5.799691,1.149491,-1.125006,,
14:53:19:396,-5.797598,1.153379,-1.124994,,
14:53:19:430,-5.795819,1.157207,-1.125037,,
14:53:19:463,-5.79406,1.161622,-1.125289,,
14:53:19:496,-5.792272,1.16724,-1.125587,,
14:53:19:530,-5.790288,1.174488,-1.125936,,
14:53:19:563,-5.788114,1.184011,-1.125953,,
14:53:19:596,-5.785636,1.195534,-1.125507,,
14:53:19:630,-5.782897,1.209248,-1.124583,,
14:53:19:663,-5.779591,1.224554,-1.123177,,
14:53:19:696,-5.775935,1.240981,-1.121526,,
14:53:19:730,-5.771735,1.258177,-1.1198,,
14:53:19:764,-5.766942,1.276281,-1.118056,,
14:53:19:797,-5.761655,1.295644,-1.116601,,
14:53:19:830,-5.755817,1.316135,-1.115521,,
14:53:19:863,-5.749336,1.338066,-1.114723,,
14:53:19:897,-5.742021,1.361215,-1.114468,,
14:53:19:930,-5.73386,1.385156,-1.114911,,
14:53:19:963,-5.724337,1.4089,-1.115348,,
14:53:19:997,-5.713498,1.432231,-1.116078,,
14:53:20:031,-5.701628,1.454606,-1.117089,,
14:53:20:065,-5.688799,1.476331,-1.11821,,
14:53:20:098,-5.675529,1.495961,-1.11964,,
14:53:20:131,-5.662002,1.514714,-1.121277,,
14:53:20:164,-5.648376,1.531831,-1.12341,,
14:53:20:197,-5.634709,1.546853,-1.126085,,
14:53:20:232,-5.621029,1.559832,-1.128871,,
14:53:20:264,-5.607995,1.569918,-1.13152,,
14:53:20:298,-5.595298,1.578188,-1.133658,,
14:53:20:332,-5.584158,1.584224,-1.135433,,
14:53:20:364,-5.573981,1.589181,-1.137768,,
14:53:20:398,-5.565081,1.592401,-1.139786,,
14:53:20:432,-5.557029,1.594434,-1.141901,,
14:53:20:465,-5.550192,1.595448,-1.143732,,
14:53:20:499,-5.544218,1.595847,-1.145267,,
14:53:20:532,-5.5392,1.596116,-1.146618,,
14:53:20:564,-5.535373,1.596216,-1.147942,,
14:53:20:598,-5.532681,1.596144,-1.149244,,
14:53:20:632,-5.531333,1.595711,-1.150347,,
14:53:20:665,-5.53132,1.594507,-1.15153,,
14:53:20:698,-5.532876,1.592488,-1.15255,,
14:53:20:732,-5.536465,1.589176,-1.153481,,
14:53:20:765,-5.542212,1.584629,-1.154432,,
14:53:20:799,-5.55067,1.578781,-1.155516,,
14:53:20:832,-5.561793,1.571642,-1.156434,,
14:53:20:865,-5.575878,1.562702,-1.157199,,
14:53:20:899,-5.592183,1.552186,-1.158161,,
14:53:20:932,-5.611489,1.54022,-1.159009,,
14:53:20:966,-5.633046,1.526083,-1.15995,,
14:53:20:999,-5.656161,1.510336,-1.161263,,
14:53:21:033,-5.680855,1.491245,-1.162788,,
14:53:21:066,-5.706235,1.469213,-1.164278,,
14:53:21:100,-5.732326,1.444376,-1.165976,,
14:53:21:133,-5.757079,1.416614,-1.16802,,
14:53:21:166,-5.780983,1.385658,-1.170363,,
14:53:21:199,-5.802929,1.353282,-1.172725,,
14:53:21:234,-5.822906,1.31953,-1.175211,,
14:53:21:267,-5.840106,1.285411,-1.177326,,
14:53:21:300,-5.854863,1.252877,-1.179021,,
14:53:21:333,-5.867211,1.22208,-1.180263,,
14:53:21:366,-5.878366,1.192884,-1.180797,,
14:53:21:400,-5.888284,1.16577,-1.181203,,
14:53:21:433,-5.896605,1.140785,-1.181154,,
14:53:21:466,-5.903587,1.117649,-1.181197,,
14:53:21:500,-5.9097,1.096942,-1.180975,,
14:53:21:534,-5.915151,1.078569,-1.180677,,
14:53:21:567,-5.920144,1.063227,-1.180373,,
14:53:21:600,,,,,
14:53:21:600,,,,,
14:53:21:601,,,,,
14:53:21:601,,,,,
14:53:21:602,-5.924472,1.05083,-1.180568,,
14:53:21:634,-5.928641,1.040802,-1.18094,,
14:53:21:667,-5.932382,1.03307,-1.181111,,
14:53:21:701,-5.935984,1.027251,-1.181325,,
14:53:21:734,-5.939023,1.024183,-1.181397,,
14:53:21:768,-5.942026,1.022552,-1.181299,,
14:53:21:800,-5.944465,1.023834,-1.181215,,
14:53:21:835,-5.946915,1.026966,-1.18103,,
14:53:21:868,-5.94908,1.032094,-1.180677,,
14:53:21:901,-5.950954,1.038934,-1.180126,,
14:53:21:935,-5.952429,1.048715,-1.179511,,
14:53:21:968,-5.953369,1.060569,-1.178894,,
14:53:22:001,-5.953731,1.074528,-1.178185,,
14:53:22:034,-5.953288,1.091306,-1.177397,,
14:53:22:068,-5.952019,1.110394,-1.176458,,
14:53:22:101,-5.949587,1.131788,-1.175191,,
14:53:22:135,-5.945681,1.156882,-1.173549,,
14:53:22:168,-5.940081,1.183894,-1.171678,,
14:53:22:202,-5.931778,1.213304,-1.169536,,
14:53:22:235,-5.921035,1.244309,-1.167105,,
14:53:22:268,-5.907296,1.274911,-1.164312,,
14:53:22:301,-5.88996,1.304865,-1.160804,,
14:53:22:335,-5.870039,1.334201,-1.157094,,
14:53:22:368,-5.847764,1.360882,-1.153194,,
14:53:22:402,-5.822966,1.384955,-1.149197,,
14:53:22:435,-5.796832,1.406737,-1.145886,,
14:53:22:469,-5.770434,1.424856,-1.143657,,
14:53:22:503,-5.742866,1.440821,-1.14173,,
14:53:22:536,-5.714602,1.454661,-1.140514,,
14:53:22:569,-5.686875,1.465867,-1.140338,,
14:53:22:603,-5.658323,1.47615,-1.141338,,
14:53:22:636,-5.629142,1.485258,-1.143716,,
14:53:22:669,-5.601242,1.492182,-1.146872,,
14:53:22:703,-5.572657,1.497784,-1.150524,,
14:53:22:736,-5.545861,1.502623,-1.154411,,
14:53:22:770,-5.519728,1.506788,-1.158211,,
14:53:22:803,-5.494394,1.510448,-1.161928,,
14:53:22:836,-5.470893,1.514197,-1.165326,,
14:53:22:870,-5.448987,1.518284,-1.168473,,
14:53:22:903,-5.429164,1.522388,-1.170968,,
14:53:22:937,-5.40997,1.526919,-1.173239,,
14:53:22:970,-5.392601,1.531458,-1.174869,,
14:53:23:004,-5.376523,1.534958,-1.176016,,
14:53:23:036,-5.361449,1.538251,-1.176365,,
14:53:23:070,-5.347147,1.540686,-1.176056,,
14:53:23:104,-5.332605,1.543401,-1.174864,,
14:53:23:137,-5.31994,1.5456,-1.173487,,
14:53:23:170,-5.306922,1.547726,-1.171786,,
14:53:23:204,-5.29481,1.549852,-1.170143,,
14:53:23:237,-5.284014,1.551652,-1.168341,,
14:53:23:271,-5.273188,1.553485,-1.16642,,
14:53:23:304,-5.263449,1.554931,-1.163884,,
14:53:23:337,-5.254447,1.556001,-1.160776,,
14:53:23:371,-5.244864,1.556777,-1.156644,,
14:53:23:404,-5.236293,1.557178,-1.1517,,
14:53:23:438,-5.228186,1.557325,-1.145798,,
14:53:23:471,-5.219691,1.557205,-1.138818,,
14:53:23:504,-5.211529,1.556854,-1.130642,,
14:53:23:538,-5.203304,1.556475,-1.121948,,
14:53:23:571,-5.195129,1.55597,-1.11199,,
14:53:23:604,-5.187252,1.555609,-1.101727,,
14:53:23:638,-5.179617,1.555372,-1.090633,,
14:53:23:671,-5.172099,1.555544,-1.079433,,
14:53:23:704,-5.16517,1.555808,-1.068633,,
14:53:23:737,-5.158613,1.555444,-1.057355,,
14:53:23:771,-5.152681,1.55483,-1.046942,,
14:53:23:804,-5.146936,1.553361,-1.036041,,
14:53:23:839,-5.141486,1.551561,-1.025673,,
14:53:23:871,-5.136724,1.54991,-1.016321,,
14:53:23:905,-5.131861,1.549054,-1.006744,,
14:53:23:938,-5.1271,1.548827,-0.9983604,,
14:53:23:972,-5.122167,1.548989,-0.9899116,,
14:53:24:005,-5.117442,1.549899,-0.9825277,,
14:53:24:039,-5.112779,1.550898,-0.9761496,,
14:53:24:072,-5.108073,1.551999,-0.9704776,,
14:53:24:105,-5.103222,1.552712,-0.9657967,,
14:53:24:139,-5.098346,1.553508,-0.9621027,,
14:53:24:172,-5.093876,1.554435,-0.9590034,,
14:53:24:205,-5.089674,1.555453,-0.9567645,,
14:53:24:238,-5.08595,1.556594,-0.9550366,,
14:53:24:273,-5.082231,1.55762,-0.9537365,,
14:53:24:305,-5.078852,1.558413,-0.9528306,,
14:53:24:338,-5.075724,1.559094,-0.9523234,,
14:53:24:372,-5.072766,1.559803,-0.9524567,,
14:53:24:405,-5.070281,1.560997,-0.9535441,,
14:53:24:439,-5.068037,1.562472,-0.9555435,,
14:53:24:472,-5.066344,1.5644,-0.9584534,,
14:53:24:505,-5.06495,1.567127,-0.9626408,,
14:53:24:539,-5.063526,1.569384,-0.9680307,,
14:53:24:572,-5.06236,1.571408,-0.9745502,,
14:53:24:605,-5.060971,1.572611,-0.9817374,,
14:53:24:639,-5.059628,1.573058,-0.9894686,,
14:53:24:672,-5.058345,1.572694,-0.9966512,,
14:53:24:706,-5.057482,1.572088,-1.003477,,
14:53:24:739,-5.056916,1.570911,-1.00905,,
14:53:24:773,-5.05699,1.569177,-1.01403,,
14:53:24:806,-5.058299,1.567644,-1.019387,,
14:53:24:840,-5.061117,1.566758,-1.025363,,
14:53:24:874,-5.065281,1.565969,-1.031555,,
14:53:24:906,-5.070572,1.565147,-1.038054,,
14:53:24:940,-5.077052,1.564642,-1.044734,,
14:53:24:973,-5.0847,1.56447,-1.051349,,
14:53:25:007,-5.094222,1.564553,-1.058525,,
14:53:25:040,-5.105065,1.564395,-1.065739,,
14:53:25:074,-5.117782,1.564017,-1.073343,,
14:53:25:106,-5.131653,1.563347,-1.080909,,
14:53:25:140,-5.147617,1.562146,-1.089004,,
14:53:25:174,-5.165658,1.560972,-1.097629,,
14:53:25:206,-5.185537,1.559756,-1.10683,,
14:53:25:240,-5.207313,1.558652,-1.116588,,
14:53:25:274,-5.230383,1.557972,-1.126684,,
14:53:25:307,-5.254748,1.558167,-1.137537,,
14:53:25:340,-5.279414,1.558745,-1.148765,,
14:53:25:374,-5.303495,1.559403,-1.160319,,
14:53:25:407,-5.326448,1.560074,-1.17214,,
14:53:25:441,,,,,
14:53:25:442,,,,,
14:53:25:442,-5.347939,1.5614,-1.1843,,
14:53:25:473,-5.365741,1.562599,-1.195749,,
14:53:25:507,-5.382358,1.564261,-1.207496,,
14:53:25:541,-5.397068,1.566123,-1.218542,,
14:53:25:574,-5.410725,1.56793,-1.228731,,
14:53:25:608,-5.423611,1.569381,-1.237964,,
14:53:25:642,-5.435049,1.570282,-1.245929,,
14:53:25:675,-5.444438,1.570552,-1.252673,,
14:53:25:708,-5.451214,1.570778,-1.258137,,
14:53:25:742,-5.455108,1.57133,-1.262352,,
14:53:25:775,-5.455526,1.572449,-1.26524,,
14:53:25:808,-5.452972,1.574612,-1.266859,,
14:53:25:842,-5.44789,1.577716,-1.26713,,
14:53:25:875,-5.442708,1.580322,-1.266533,,
14:53:25:908,-5.433021,1.584688,-1.264316,,
14:53:25:941,-5.423777,1.587978,-1.261549,,
14:53:25:975,-5.413695,1.59121,-1.258048,,
14:53:26:008,-5.402489,1.59433,-1.253892,,
14:53:26:042,-5.39,1.597319,-1.249111,,
14:53:26:075,-5.376786,1.600106,-1.24367,,
14:53:26:108,-5.362792,1.60268,-1.237604,,
14:53:26:129,-5.353646,1.604122,-1.233577,,
14:53:26:159,-5.340379,1.606143,-1.227901,,
14:53:26:192,-5.324404,1.607654,-1.221443,,
14:53:26:225,-5.30749,1.608606,-1.21502,,
14:53:26:259,-5.289894,1.608962,-1.20862,,
14:53:26:292,-5.271783,1.608556,-1.202318,,
14:53:26:325,-5.253449,1.607557,-1.196402,,
14:53:26:359,-5.234492,1.605864,-1.191015,,
14:53:26:393,-5.215827,1.60499,-1.186813,,
14:53:26:426,-5.197319,1.603955,-1.18354,,
14:53:26:459,-5.179564,1.60255,-1.181341,,
14:53:26:493,-5.162237,1.600387,-1.179911,,
14:53:26:526,-5.145868,1.598299,-1.179297,,
14:53:26:560,-5.130295,1.596636,-1.179945,,
14:53:26:593,-5.115886,1.595623,-1.181965,,
14:53:26:626,-5.101962,1.594985,-1.185296,,
14:53:26:660,-5.088957,1.594269,-1.189782,,
14:53:26:693,-5.076902,1.593613,-1.195267,,
14:53:26:727,-5.065636,1.592888,-1.201876,,
14:53:26:760,-5.0554,1.592371,-1.209642,,
14:53:26:794,-5.045865,1.591918,-1.218737,,
14:53:26:826,-5.03732,1.591594,-1.229106,,
14:53:26:860,-5.029688,1.591401,-1.241083,,
14:53:26:893,-5.023436,1.590925,-1.253918,,
14:53:26:927,-5.018322,1.590083,-1.26809,,
14:53:26:960,-5.014359,1.588735,-1.283449,,
14:53:26:994,-5.011902,1.588125,-1.295466,,
14:53:27:026,-5.009132,1.587645,-1.316716,,
14:53:27:060,-5.007563,1.589051,-1.335196,,
14:53:27:094,-5.006385,1.590732,-1.354134,,
14:53:27:128,-5.005296,1.591071,-1.37393,,
14:53:27:161,-5.004426,1.589959,-1.393975,,
14:53:27:194,-5.003208,1.588587,-1.414922,,
14:53:27:228,-5.001438,1.58701,-1.43722,,
14:53:27:261,-4.999173,1.585975,-1.460378,,
14:53:27:294,-4.996538,1.584436,-1.483827,,
14:53:27:328,-4.993307,1.582196,-1.507935,,
14:53:27:361,-4.989582,1.578792,-1.531647,,
14:53:27:394,-4.984608,1.57451,-1.556011,,
14:53:27:427,-4.979033,1.569719,-1.58115,,
14:53:27:461,-4.972044,1.564432,-1.606961,,
14:53:27:494,-4.963854,1.558674,-1.633384,,
14:53:27:529,-4.954657,1.552456,-1.660224,,
14:53:27:561,-4.944929,1.54656,-1.685117,,
14:53:27:595,-4.934178,1.54355,-1.712329,,
14:53:27:628,-4.923678,1.544431,-1.7403,,
14:53:27:662,-4.913335,1.545368,-1.76859,,
14:53:27:695,-4.904067,1.545841,-1.795671,,
14:53:27:728,-4.896468,1.546339,-1.823357,,
14:53:27:762,-4.890509,1.546911,-1.851709,,
14:53:27:795,-4.886165,1.546768,-1.88078,,
14:53:27:828,-4.883345,1.545366,-1.909667,,
14:53:27:862,-4.881693,1.542557,-1.939729,,
14:53:27:896,-4.881118,1.537879,-1.970629,,
14:53:27:930,-4.881397,1.531752,-2.001933,,
14:53:27:963,-4.882256,1.52365,-2.034316,,
14:53:27:996,-4.883389,1.513507,-2.067942,,
14:53:28:029,-4.884772,1.50153,-2.102325,,
14:53:28:062,-4.886299,1.487201,-2.137292,,
14:53:28:095,-4.887881,1.470855,-2.173568,,
14:53:28:129,-4.889345,1.452666,-2.210932,,
14:53:28:162,-4.890347,1.433594,-2.249085,,
14:53:28:196,-4.890535,1.412408,-2.287112,,
14:53:28:230,-4.889632,1.388219,-2.323778,,
14:53:28:263,-4.887903,1.362389,-2.359606,,
14:53:28:296,-4.88481,1.335102,-2.39292,,
14:53:28:329,-4.880632,1.306875,-2.424055,,
14:53:28:363,-4.876183,1.277434,-2.452642,,
14:53:28:396,-4.871952,1.247804,-2.478409,,
14:53:28:430,-4.868038,1.216721,-2.501233,,
14:53:28:464,-4.864316,1.185496,-2.520619,,
14:53:28:497,,,,,
14:53:28:497,-4.861218,1.156994,-2.536647,,
14:53:28:530,-4.858561,1.131278,-2.549976,,
14:53:28:563,-4.85608,1.108674,-2.560892,,
14:53:28:597,-4.85346,1.08915,-2.570189,,
14:53:28:630,-4.850621,1.072737,-2.577897,,
14:53:28:664,-4.848223,1.060043,-2.584353,,
14:53:28:697,-4.846247,1.050345,-2.589777,,
14:53:28:730,-4.844609,1.043401,-2.594861,,
14:53:28:764,-4.842987,1.039259,-2.598591,,
14:53:28:797,-4.841715,1.038105,-2.601369,,
14:53:28:831,-4.84068,1.039572,-2.604059,,
14:53:28:863,-4.839786,1.043052,-2.606448,,
14:53:28:897,-4.839295,1.048802,-2.607844,,
14:53:28:931,-4.839054,1.055479,-2.608984,,
14:53:28:964,-4.839038,1.062504,-2.609435,,
14:53:28:998,-4.839139,1.06961,-2.609147,,
14:53:29:031,-4.839443,1.076813,-2.608494,,
14:53:29:064,-4.839691,1.084065,-2.607256,,
14:53:29:098,-4.83975,1.091465,-2.605443,,
14:53:29:131,-4.840011,1.099288,-2.603285,,
14:53:29:164,-4.839615,1.109337,-2.599544,,
14:53:29:198,-4.838907,1.121313,-2.594662,,
14:53:29:232,-4.838134,1.135304,-2.588246,,
14:53:29:264,-4.837262,1.151427,-2.579762,,
14:53:29:298,-4.83607,1.168287,-2.568883,,
14:53:29:331,-4.834823,1.185421,-2.556466,,
14:53:29:364,-4.8335,1.202128,-2.542176,,
14:53:29:398,-4.832002,1.218034,-2.528288,,
14:53:29:432,-4.830533,1.232858,-2.513125,,
14:53:29:464,-4.828732,1.245886,-2.498704,,
14:53:29:498,-4.826502,1.256988,-2.483304,,
14:53:29:532,-4.823635,1.266641,-2.467508,,
14:53:29:565,-4.820265,1.274191,-2.45082,,
14:53:29:598,-4.816047,1.280515,-2.433225,,
14:53:29:632,-4.811116,1.286121,-2.41436,,
14:53:29:665,-4.805305,1.291652,-2.394809,,
14:53:29:699,-4.798455,1.297503,-2.374149,,
14:53:29:733,-4.790521,1.30417,-2.352902,,
14:53:29:765,-4.781829,1.311545,-2.331985,,
14:53:29:799,-4.772609,1.32005,-2.311933,,
14:53:29:832,-4.763807,1.328735,-2.293147,,
14:53:29:865,-4.755502,1.337559,-2.275582,,
14:53:29:899,-4.748106,1.34553,-2.260059,,
14:53:29:932,-4.741656,1.352045,-2.246718,,
14:53:29:965,-4.736184,1.356287,-2.235519,,
14:53:29:999,-4.731524,1.358319,-2.226209,,
14:53:30:033,-4.727585,1.358163,-2.218641,,
14:53:30:065,-4.724488,1.356381,-2.213339,,
14:53:30:099,-4.721875,1.353427,-2.209834,,
14:53:30:133,-4.719889,1.349634,-2.207981,,
14:53:30:166,-4.718441,1.345279,-2.207855,,
14:53:30:200,-4.717494,1.34072,-2.209279,,
14:53:30:233,-4.717,1.336093,-2.212317,,
14:53:30:266,-4.716948,1.331216,-2.216994,,
14:53:30:300,-4.717133,1.32673,-2.222994,,
14:53:30:333,-4.717734,1.32246,-2.230564,,
14:53:30:366,-4.718775,1.318627,-2.239522,,
14:53:30:400,-4.720142,1.314703,-2.250123,,
14:53:30:434,-4.721821,1.310601,-2.262358,,
14:53:30:467,-4.723931,1.306087,-2.276476,,
14:53:30:501,-4.726288,1.300938,-2.292019,,
14:53:30:534,-4.728915,1.294156,-2.309138,,
14:53:30:567,-4.731884,1.285919,-2.32824,,
14:53:30:601,-4.735342,1.276396,-2.348917,,
14:53:30:634,-4.73925,1.266247,-2.37034,,
14:53:30:667,-4.7439,1.256161,-2.392981,,
14:53:30:700,-4.749076,1.246321,-2.416027,,
14:53:30:734,-4.754421,1.236784,-2.438749,,
14:53:30:767,-4.759817,1.227162,-2.460523,,
14:53:30:801,-4.764496,1.21698,-2.48035,,
14:53:30:834,-4.767973,1.206277,-2.498129,,
14:53:30:868,-4.770599,1.19536,-2.514614,,
14:53:30:902,-4.772792,1.183986,-2.529691,,
14:53:30:934,-4.774425,1.172106,-2.543055,,
14:53:30:968,-4.775621,1.159903,-2.554698,,
14:53:31:001,-4.776536,1.147671,-2.564647,,
14:53:31:034,-4.777177,1.13511,-2.573137,,
14:53:31:068,-4.777765,1.122512,-2.579922,,
14:53:31:101,-4.778267,1.110628,-2.585765,,
14:53:31:135,-4.778916,1.098494,-2.591245,,
14:53:31:168,-4.779476,1.086656,-2.595963,,
14:53:31:202,-4.780026,1.073908,-2.600149,,
14:53:31:235,-4.780189,1.060484,-2.603329,,
14:53:31:267,,,,,
14:53:31:268,,,,,
14:53:31:268,,,,,
14:53:31:268,,,,,
14:53:31:270,-4.779729,1.047119,-2.606041,,
14:53:31:302,-4.778986,1.034707,-2.608628,,
14:53:31:336,-4.778271,1.024266,-2.610613,,
14:53:31:368,-4.77782,1.016628,-2.612298,,
14:53:31:402,-4.777896,1.012078,-2.614093,,
14:53:31:435,-4.778274,1.010283,-2.615787,,
14:53:31:469,-4.778827,1.010622,-2.617355,,
14:53:31:503,-4.779432,1.012761,-2.618614,,
14:53:31:536,-4.779829,1.016534,-2.619556,,
14:53:31:570,-4.779765,1.022008,-2.620236,,
14:53:31:603,-4.779437,1.029514,-2.620653,,
14:53:31:636,-4.779111,1.03919,-2.620897,,
14:53:31:670,-4.778754,1.051391,-2.620676,,
14:53:31:704,-4.778482,1.066501,-2.619926,,
14:53:31:737,-4.778359,1.084523,-2.618634,,
14:53:31:770,-4.778399,1.106173,-2.616477,,
14:53:31:803,-4.778891,1.131292,-2.613273,,
14:53:31:836,-4.779788,1.158842,-2.608793,,
14:53:31:870,-4.781236,1.188563,-2.602414,,
14:53:31:903,-4.783409,1.219807,-2.59388,,
14:53:31:938,-4.786446,1.253125,-2.582401,,
14:53:31:970,-4.789786,1.284801,-2.568972,,
14:53:32:003,-4.793493,1.317463,-2.552186,,
14:53:32:037,-4.796957,1.348989,-2.533442,,
14:53:32:069,-4.799925,1.379088,-2.511879,,
14:53:32:103,-4.802433,1.407021,-2.487054,,
14:53:32:137,-4.804591,1.431584,-2.460548,,
14:53:32:170,-4.806215,1.452112,-2.432912,,
14:53:32:204,-4.806976,1.468285,-2.405092,,
14:53:32:237,-4.806967,1.481588,-2.376565,,
14:53:32:271,-4.806417,1.492877,-2.348939,,
14:53:32:304,-4.805408,1.502791,-2.321387,,
14:53:32:338,-4.803679,1.512203,-2.294797,,
14:53:32:372,-4.800973,1.521389,-2.268536,,
14:53:32:404,-4.797725,1.528897,-2.244107,,
14:53:32:438,-4.793753,1.535024,-2.218597,,
14:53:32:471,-4.789055,1.539096,-2.192782,,
14:53:32:504,-4.783563,1.541127,-2.166355,,
14:53:32:538,-4.77735,1.541363,-2.139929,,
14:53:32:571,-4.770476,1.540123,-2.112666,,
14:53:32:604,-4.763272,1.538325,-2.086366,,
14:53:32:638,-4.755387,1.536842,-2.060791,,
14:53:32:672,-4.747171,1.53563,-2.036539,,
14:53:32:705,-4.73924,1.53473,-2.014205,,
14:53:32:738,-4.73173,1.534001,-1.993357,,
14:53:32:771,-4.724667,1.533058,-1.9733,,
14:53:32:804,-4.718369,1.53244,-1.954559,,
14:53:32:838,-4.712507,1.533029,-1.937083,,
14:53:32:871,-4.707432,1.53471,-1.921171,,
14:53:32:904,-4.703101,1.537141,-1.906142,,
14:53:32:938,-4.699554,1.539896,-1.891918,,
14:53:32:972,-4.696724,1.542808,-1.87844,,
14:53:33:005,-4.694557,1.54558,-1.86595,,
14:53:33:038,-4.692799,1.547926,-1.853858,,
14:53:33:072,-4.691557,1.549986,-1.842287,,
14:53:33:106,-4.690692,1.552076,-1.831463,,
14:53:33:140,-4.690268,1.554097,-1.821514,,
