Time,HeadPosx,HeadPosy,HeadPosz,rewardx,rewardz
14:57:46:412,1.894564,1.571417,-1.033765,,
14:57:46:446,1.90061,1.574892,-1.033709,,
14:57:46:479,1.906965,1.579097,-1.034137,,
14:57:46:513,1.913342,1.583442,-1.034783,,
14:57:46:546,1.919762,1.587333,-1.035607,,
14:57:46:580,1.925894,1.590431,-1.03633,,
14:57:46:613,1.931733,1.592672,-1.037088,,
14:57:46:646,1.936764,1.593864,-1.037555,,
14:57:46:680,1.941191,1.594139,-1.037531,,
14:57:46:714,1.944895,1.59369,-1.036985,,
14:57:46:746,1.948023,1.592677,-1.036175,,
14:57:46:780,1.950849,1.591247,-1.035046,,
14:57:46:814,1.953872,1.58963,-1.033961,,
14:57:46:847,1.957664,1.587947,-1.033573,,
14:57:46:880,1.963206,1.586445,-1.034168,,
14:57:46:914,1.97086,1.584957,-1.035919,,
14:57:46:947,1.980646,1.583529,-1.038678,,
14:57:46:980,1.991681,1.582329,-1.042018,,
14:57:47:014,2.004025,1.581229,-1.045678,,
14:57:47:047,2.01659,1.580132,-1.049065,,
14:57:47:081,2.029153,1.578632,-1.052103,,
14:57:47:114,2.040402,1.576847,-1.054531,,
14:57:47:147,2.050138,1.575148,-1.056529,,
14:57:47:181,2.058317,1.573608,-1.058641,,
14:57:47:214,2.064628,1.572605,-1.061099,,
14:57:47:248,2.070097,1.571857,-1.064376,,
14:57:47:281,2.074602,1.571203,-1.068614,,
14:57:47:314,2.078326,1.570564,-1.074097,,
14:57:47:348,2.081437,1.569953,-1.080524,,
14:57:47:381,2.084253,1.569723,-1.087644,,
14:57:47:415,2.086729,1.569935,-1.095496,,
14:57:47:448,2.088724,1.570613,-1.104438,,
14:57:47:481,2.090228,1.571734,-1.114731,,
14:57:47:515,2.090991,1.5727,-1.12617,,
14:57:47:548,2.091292,1.573427,-1.138711,,
14:57:47:581,2.091079,1.573879,-1.152048,,
14:57:47:615,2.090549,1.573867,-1.166578,,
14:57:47:648,2.089605,1.573479,-1.181679,,
14:57:47:682,2.087797,1.572741,-1.197992,,
14:57:47:715,2.085218,1.57207,-1.215554,,
14:57:47:748,2.08185,1.572491,-1.234492,,
14:57:47:782,2.077657,1.575297,-1.255126,,
14:57:47:815,2.07307,1.579015,-1.276791,,
14:57:47:848,2.068532,1.583558,-1.298991,,
14:57:47:882,2.063952,1.588982,-1.321725,,
14:57:47:915,,,,,
14:57:47:915,,,,,
14:57:47:915,2.059796,1.59448,-1.343647,,
14:57:47:948,2.056124,1.599789,-1.364687,,
14:57:47:983,2.053257,1.604976,-1.384678,,
14:57:48:016,2.050994,1.609736,-1.403386,,
14:57:48:049,2.049238,1.614536,-1.42057,,
14:57:48:082,2.048195,1.61915,-1.435936,,
14:57:48:115,2.04769,1.623609,-1.449455,,
14:57:48:149,2.048061,1.627731,-1.460775,,
14:57:48:183,2.049233,1.631434,-1.469922,,
14:57:48:216,2.050828,1.635128,-1.477382,,
14:57:48:249,2.0527,1.638631,-1.483214,,
14:57:48:283,2.054783,1.641941,-1.487905,,
14:57:48:316,2.05696,1.644686,-1.491622,,
14:57:48:349,2.059396,1.646772,-1.494984,,
14:57:48:383,2.062592,1.648598,-1.49802,,
14:57:48:416,2.066554,1.650003,-1.500882,,
14:57:48:449,2.071143,1.651255,-1.503298,,
14:57:48:483,2.076507,1.652062,-1.50533,,
14:57:48:517,2.082467,1.652401,-1.50682,,
14:57:48:550,2.088688,1.652268,-1.508027,,
14:57:48:584,2.095242,1.651548,-1.508748,,
14:57:48:604,2.099506,1.650981,-1.509025,,
14:57:48:634,2.105777,1.649814,-1.509271,,
14:57:48:667,2.113248,1.647989,-1.509186,,
14:57:48:701,2.121082,1.645956,-1.508955,,
14:57:48:734,2.129332,1.643857,-1.508863,,
14:57:48:767,2.137972,1.641767,-1.508963,,
14:57:48:801,2.146847,1.639885,-1.509313,,
14:57:48:834,2.155364,1.63804,-1.509756,,
14:57:48:868,2.163716,1.635454,-1.510106,,
14:57:48:901,2.171235,1.632282,-1.510415,,
14:57:48:934,2.178231,1.628178,-1.510584,,
14:57:48:968,2.184971,1.623383,-1.510389,,
14:57:49:001,2.191137,1.618152,-1.510073,,
14:57:49:034,2.196831,1.612887,-1.50973,,
14:57:49:068,2.202251,1.607994,-1.509346,,
14:57:49:101,2.207178,1.60321,-1.508685,,
14:57:49:135,2.211679,1.599213,-1.507678,,
14:57:49:168,2.214997,1.596596,-1.50638,,
14:57:49:202,2.217267,1.595035,-1.504974,,
14:57:49:235,2.218573,1.594335,-1.502932,,
14:57:49:269,2.218873,1.594036,-1.500289,,
14:57:49:302,2.218196,1.594084,-1.496947,,
14:57:49:336,2.216967,1.593941,-1.492093,,
14:57:49:368,2.215371,1.593942,-1.486275,,
14:57:49:402,2.213226,1.594086,-1.479042,,
14:57:49:435,2.210553,1.594836,-1.47076,,
14:57:49:469,2.207448,1.595952,-1.461166,,
14:57:49:502,2.203968,1.5975,-1.450529,,
14:57:49:535,2.200002,1.599344,-1.438681,,
14:57:49:569,2.195814,1.601303,-1.425954,,
14:57:49:603,2.191266,1.603145,-1.411821,,
14:57:49:635,2.186611,1.604635,-1.397047,,
14:57:49:669,2.181601,1.605695,-1.381079,,
14:57:49:702,2.176436,1.606494,-1.364547,,
14:57:49:735,2.170943,1.606899,-1.347272,,
14:57:49:769,2.164871,1.606972,-1.32935,,
14:57:49:802,2.158229,1.606707,-1.310715,,
14:57:49:836,2.151032,1.605905,-1.291461,,
14:57:49:869,2.143365,1.605166,-1.271988,,
14:57:49:903,2.135191,1.604711,-1.251683,,
14:57:49:936,2.127088,1.603861,-1.23158,,
14:57:49:969,2.118559,1.602924,-1.211756,,
14:57:50:003,2.109411,1.602256,-1.192045,,
14:57:50:036,2.100283,1.601698,-1.173218,,
14:57:50:070,2.091,1.601356,-1.155107,,
14:57:50:103,2.081921,1.601579,-1.137744,,
14:57:50:136,2.073336,1.601896,-1.121184,,
14:57:50:169,2.065241,1.602256,-1.105141,,
14:57:50:203,2.057299,1.602542,-1.089512,,
14:57:50:236,2.049414,1.602743,-1.074503,,
14:57:50:270,2.04064,1.602687,-1.059498,,
14:57:50:303,2.031363,1.602496,-1.044989,,
14:57:50:336,2.021505,1.602009,-1.030648,,
14:57:50:370,2.011374,1.601201,-1.016474,,
14:57:50:403,2.001661,1.599896,-1.003411,,
14:57:50:437,1.991852,1.5981,-0.990766,,
14:57:50:470,1.982306,1.595787,-0.9792826,,
14:57:50:504,1.972701,1.593525,-0.9685671,,
14:57:50:537,1.963266,1.5915,-0.9592609,,
14:57:50:570,1.953246,1.589767,-0.9508908,,
14:57:50:604,1.943007,1.588531,-0.943949,,
14:57:50:637,1.932508,1.587592,-0.9380453,,
14:57:50:671,1.92154,1.586674,-0.933145,,
14:57:50:704,1.910145,1.585705,-0.9288552,,
14:57:50:737,1.898072,1.585247,-0.9251862,,
14:57:50:771,1.885448,1.587001,-0.9217484,,
14:57:50:804,1.872757,1.58956,-0.9184313,,
14:57:50:838,1.860573,1.592262,-0.9151561,,
14:57:50:872,1.848903,1.594672,-0.9120927,,
14:57:50:904,1.837476,1.596801,-0.908814,,
14:57:50:938,1.82612,1.598592,-0.9049437,,
14:57:50:971,1.815428,1.599625,-0.9006596,,
14:57:51:004,1.805345,1.599992,-0.8958864,,
14:57:51:038,1.796076,1.59999,-0.8906829,,
14:57:51:072,1.787127,1.599693,-0.8851004,,
14:57:51:104,1.779581,1.599129,-0.8794582,,
14:57:51:138,1.772474,1.598651,-0.8736448,,
14:57:51:172,1.765687,1.598334,-0.8676956,,
14:57:51:205,1.75919,1.598305,-0.8614931,,
14:57:51:239,1.752721,1.598537,-0.8547795,,
14:57:51:272,1.746719,1.598738,-0.8479099,,
14:57:51:305,1.740282,1.598808,-0.8402822,,
14:57:51:338,1.734061,1.598714,-0.8321979,,
14:57:51:373,1.727901,1.59837,-0.8233232,,
14:57:51:405,1.722021,1.597857,-0.8138971,,
14:57:51:439,1.716691,1.597282,-0.8038068,,
14:57:51:472,1.711893,1.596726,-0.7931626,,
14:57:51:505,1.707344,1.596084,-0.7816746,,
14:57:51:539,1.703456,1.595333,-0.769491,,
14:57:51:572,1.700324,1.594172,-0.7567291,,
14:57:51:605,1.697767,1.593,-0.7432709,,
14:57:51:639,1.695914,1.592004,-0.7290058,,
14:57:51:672,1.694428,1.591934,-0.7140217,,
14:57:51:706,1.693123,1.59279,-0.698704,,
14:57:51:739,1.691723,1.594723,-0.6830831,,
14:57:51:772,1.690012,1.597263,-0.6671669,,
14:57:51:806,1.688187,1.599771,-0.6510587,,
14:57:51:840,1.686415,1.601511,-0.6353059,,
14:57:51:873,1.684697,1.602412,-0.620213,,
14:57:51:906,1.682993,1.602558,-0.6053843,,
14:57:51:939,1.681236,1.602046,-0.5908985,,
14:57:51:973,1.679118,1.60111,-0.5768449,,
14:57:52:006,1.676377,1.599653,-0.5632594,,
14:57:52:040,1.672907,1.597712,-0.5502696,,
14:57:52:073,1.668968,1.595409,-0.5382352,,
14:57:52:106,1.664393,1.592549,-0.5269785,,
14:57:52:140,1.65926,1.589558,-0.5165133,,
14:57:52:174,1.653212,1.586835,-0.506629,,
14:57:52:207,1.64618,1.58454,-0.4972603,,
14:57:52:240,1.638301,1.582766,-0.4885731,,
14:57:52:273,1.629642,1.581242,-0.4804707,,
14:57:52:306,1.62026,1.579725,-0.4729352,,
14:57:52:340,1.610215,1.578225,-0.4659803,,
14:57:52:374,1.599826,1.576631,-0.4602761,,
14:57:52:407,1.589005,1.575154,-0.4556463,,
14:57:52:440,1.577877,1.573687,-0.4522984,,
14:57:52:474,1.566339,1.572739,-0.4502857,,
14:57:52:507,1.554323,1.57296,-0.4494524,,
14:57:52:542,1.541386,1.574598,-0.449542,,
14:57:52:575,1.527977,1.577179,-0.4508877,,
14:57:52:607,1.515064,1.58002,-0.4527278,,
14:57:52:641,1.501302,1.582854,-0.4546342,,
14:57:52:674,1.486929,1.585093,-0.4562476,,
14:57:52:708,1.471709,1.586321,-0.4573686,,
14:57:52:741,1.45675,1.587217,-0.4579043,,
14:57:52:775,1.442038,1.588027,-0.4581819,,
14:57:52:808,1.42787,1.588932,-0.4583213,,
14:57:52:843,1.413812,1.58985,-0.4580901,,
14:57:52:874,1.401324,1.590706,-0.4572914,,
14:57:52:908,1.387956,1.591456,-0.4557664,,
14:57:52:942,1.374729,1.591354,-0.4533324,,
14:57:52:975,1.362243,1.590283,-0.4500854,,
14:57:53:009,1.350141,1.588319,-0.445766,,
14:57:53:043,1.338342,1.586662,-0.4409504,,
14:57:53:076,1.327021,1.585596,-0.4354229,,
14:57:53:109,1.316396,1.585455,-0.4294009,,
14:57:53:141,1.306023,1.585511,-0.4231336,,
14:57:53:176,1.295439,1.586084,-0.4167416,,
14:57:53:209,1.284723,1.587108,-0.4104002,,
14:57:53:242,1.274133,1.587792,-0.404429,,
14:57:53:275,1.263134,1.588481,-0.3987298,,
14:57:53:309,1.251987,1.588871,-0.3932986,,
14:57:53:343,1.240931,1.589396,-0.3884242,,
14:57:53:376,1.229666,1.590288,-0.3841224,,
14:57:53:410,1.218598,1.591209,-0.3806129,,
14:57:53:443,1.207603,1.592146,-0.3778536,,
14:57:53:476,1.197024,1.592803,-0.3760564,,
14:57:53:510,1.186687,1.59329,-0.3753941,,
14:57:53:543,1.17709,1.593511,-0.3759334,,
14:57:53:577,1.167824,1.59369,-0.3776407,,
14:57:53:610,1.158901,1.593773,-0.3802125,,
14:57:53:644,1.150301,1.593819,-0.3836842,,
14:57:53:676,1.141954,1.594465,-0.387821,,
14:57:53:710,1.133576,1.596026,-0.3925917,,
14:57:53:744,1.124977,1.597964,-0.3979366,,
14:57:53:777,1.116696,1.599704,-0.4034414,,
14:57:53:810,1.108918,1.601328,-0.4092889,,
14:57:53:843,1.10112,1.602701,-0.4154153,,
14:57:53:877,1.093671,1.6038,-0.4216034,,
14:57:53:911,1.086705,1.604511,-0.427789,,
14:57:53:944,1.080468,1.604844,-0.4339955,,
14:57:53:977,1.074672,1.605037,-0.4401906,,
14:57:54:011,1.069344,1.605131,-0.4462132,,
14:57:54:044,1.064253,1.605116,-0.4522915,,
14:57:54:077,1.059352,1.605042,-0.4581928,,
14:57:54:111,1.054486,1.604924,-0.4637654,,
14:57:54:144,1.049665,1.604572,-0.4687467,,
14:57:54:178,1.044843,1.60384,-0.4730773,,
14:57:54:211,1.03982,1.6027,-0.4768324,,
14:57:54:244,1.034634,1.601066,-0.4798408,,
14:57:54:278,1.029144,1.59907,-0.4821138,,
14:57:54:311,1.023092,1.597078,-0.4834435,,
14:57:54:345,1.016663,1.595193,-0.4838161,,
14:57:54:378,1.010293,1.593424,-0.4834712,,
14:57:54:411,1.003889,1.591478,-0.4822116,,
14:57:54:444,0.9975147,1.589294,-0.4800375,,
14:57:54:478,0.9906507,1.586815,-0.4764361,,
14:57:54:512,0.9836345,1.584708,-0.4715531,,
14:57:54:544,0.9764724,1.582838,-0.4652388,,
14:57:54:578,0.9691181,1.581177,-0.4573474,,
14:57:54:612,0.9616346,1.579302,-0.4476635,,
14:57:54:644,0.9544725,1.577347,-0.4365215,,
14:57:54:678,0.9475121,1.575254,-0.4239008,,
14:57:54:711,0.9406018,1.572791,-0.4098198,,
14:57:54:744,0.9340534,1.569849,-0.3943274,,
14:57:54:779,0.9278708,1.566683,-0.3775895,,
14:57:54:812,0.921659,1.564924,-0.3600924,,
14:57:54:844,0.9151096,1.564503,-0.3415127,,
14:57:54:878,0.9084563,1.56533,-0.3231082,,
14:57:54:912,0.9020853,1.566437,-0.3047137,,
14:57:54:945,0.8960104,1.567746,-0.2870922,,
14:57:54:979,0.8900061,1.568443,-0.2701294,,
14:57:55:012,0.8841429,1.568579,-0.2540562,,
14:57:55:045,0.878511,1.568274,-0.2393594,,
14:57:55:079,0.8730154,1.567685,-0.2256696,,
14:57:55:112,0.8678412,1.566931,-0.2136531,,
14:57:55:145,0.8627748,1.566095,-0.2029479,,
14:57:55:178,0.8579602,1.565225,-0.1936412,,
14:57:55:212,0.8532963,1.564367,-0.185442,,
14:57:55:245,0.8487153,1.56347,-0.1783123,,
14:57:55:279,0.844563,1.562621,-0.1722884,,
14:57:55:312,0.8407454,1.561726,-0.1673069,,
14:57:55:345,0.8370042,1.560781,-0.1634741,,
14:57:55:379,0.8332767,1.560073,-0.1606545,,
14:57:55:413,0.8294983,1.559566,-0.15889,,
14:57:55:445,0.8255343,1.559149,-0.1582568,,
14:57:55:480,0.821393,1.558867,-0.1586056,,
14:57:55:514,0.8171635,1.55866,-0.1599402,,
14:57:55:546,0.8128352,1.558704,-0.1621115,,
14:57:55:579,0.8084307,1.559284,-0.1656516,,
14:57:55:613,0.8040762,1.560432,-0.1706691,,
14:57:55:646,0.8000612,1.561879,-0.1772218,,
14:57:55:679,0.7965722,1.563707,-0.1849427,,
14:57:55:713,0.7932954,1.566052,-0.1939485,,
14:57:55:746,0.7901525,1.568635,-0.2041552,,
14:57:55:779,0.7873464,1.571421,-0.2152588,,
14:57:55:814,0.7845731,1.574521,-0.2280855,,
14:57:55:846,0.7821956,1.577318,-0.2416484,,
14:57:55:880,0.7799091,1.57993,-0.2566333,,
14:57:55:913,0.7778134,1.582313,-0.2727799,,
14:57:55:947,0.7757707,1.584127,-0.2910457,,
14:57:55:980,0.77385,1.58582,-0.3098707,,
14:57:56:014,0.7720709,1.587155,-0.3302557,,
14:57:56:047,0.7705631,1.588213,-0.3520801,,
14:57:56:080,0.769258,1.588807,-0.3739345,,
14:57:56:114,0.7682376,1.588852,-0.3968871,,
14:57:56:147,0.7669926,1.589026,-0.4204917,,
14:57:56:181,0.7649579,1.5905,-0.4444575,,
14:57:56:214,0.7621851,1.592973,-0.4683363,,
14:57:56:248,0.758554,1.595482,-0.4923544,,
14:57:56:281,0.7539692,1.597628,-0.5151219,,
14:57:56:314,0.7479858,1.599611,-0.5373499,,
14:57:56:348,0.7405648,1.601494,-0.5591102,,
14:57:56:381,0.732161,1.603352,-0.5793972,,
14:57:56:414,0.7229171,1.604778,-0.5984969,,
14:57:56:447,0.7134452,1.605925,-0.6158259,,
14:57:56:481,0.7031388,1.606972,-0.6319141,,
14:57:56:515,0.6917868,1.6079,-0.6466553,,
14:57:56:548,0.6795053,1.608551,-0.6604655,,
14:57:56:581,0.6662707,1.608368,-0.6736219,,
14:57:56:615,0.6519523,1.607005,-0.6861606,,
14:57:56:648,0.6368022,1.604585,-0.6980865,,
14:57:56:681,0.6207438,1.601166,-0.7094684,,
14:57:56:715,0.6035156,1.596952,-0.7206135,,
14:57:56:749,0.5860052,1.592718,-0.7309713,,
14:57:56:782,0.5677633,1.589535,-0.7410736,,
14:57:56:815,0.5489516,1.589,-0.7509756,,
14:57:56:848,0.5296082,1.591106,-0.7606425,,
14:57:56:882,0.5107722,1.592506,-0.7700479,,
14:57:56:915,0.4920177,1.594292,-0.7794349,,
14:57:56:948,0.4728947,1.596482,-0.7890594,,
14:57:56:982,0.4535842,1.599,-0.7987602,,
14:57:57:016,0.4350114,1.601252,-0.8078644,,
14:57:57:049,0.4174972,1.6027,-0.8162563,,
14:57:57:082,0.4000101,1.603667,-0.8238893,,
14:57:57:115,0.3827171,1.604467,-0.8312128,,
14:57:57:149,0.3652835,1.604947,-0.8391118,,
14:57:57:183,0.3479753,1.604936,-0.847218,,
14:57:57:216,0.3308945,1.603741,-0.8557084,,
14:57:57:249,0.3145852,1.601404,-0.8646529,,
14:57:57:283,0.2987285,1.597915,-0.8744228,,
14:57:57:316,0.2836952,1.5951,-0.8843839,,
14:57:57:350,0.2683725,1.594826,-0.894654,,
14:57:57:383,0.2523131,1.594992,-0.9050725,,
14:57:57:417,0.235837,1.596943,-0.9143527,,
14:57:57:449,0.2193375,1.598522,-0.9222982,,
14:57:57:483,0.203146,1.599357,-0.9284959,,
14:57:57:516,0.1877122,1.599962,-0.9323142,,
14:57:57:550,0.1733608,1.60018,-0.933738,,
14:57:57:583,0.1596532,1.599754,-0.9328454,,
14:57:57:616,0.1472559,1.599222,-0.9298823,,
14:57:57:650,0.1348639,1.598656,-0.9252,,
14:57:57:683,0.1224647,1.598333,-0.9187818,,
14:57:57:717,0.109972,1.597945,-0.9106419,,
14:57:57:750,0.09730577,1.597348,-0.9009235,,
14:57:57:783,0.08437681,1.596055,-0.889504,,
14:57:57:817,0.07157469,1.59421,-0.8762619,,
14:57:57:850,0.05874968,1.591926,-0.8610895,,
14:57:57:883,0.04591417,1.589128,-0.8439081,,
14:57:57:918,0.03329802,1.585513,-0.8251607,,
14:57:57:951,0.02100754,1.582036,-0.8049896,,
14:57:57:984,0.009183884,1.580571,-0.783592,,
14:57:58:017,-0.002563,1.579745,-0.7616243,,
14:57:58:050,-0.01366758,1.578682,-0.739691,,
14:57:58:084,-0.02533674,1.577654,-0.7168593,,
14:57:58:117,-0.0371995,1.57686,-0.6952176,,
14:57:58:151,-0.04986286,1.576536,-0.6732936,,
14:57:58:184,-0.06256676,1.576333,-0.6519048,,
14:57:58:217,-0.07528877,1.575805,-0.6309137,,
14:57:58:251,-0.08857727,1.574787,-0.6094964,,
14:57:58:284,-0.1019535,1.573506,-0.5887952,,
14:57:58:318,-0.1160512,1.571579,-0.5666752,,
14:57:58:351,-0.1308928,1.569131,-0.5437708,,
14:57:58:384,-0.14574,1.566054,-0.5206599,,
14:57:58:418,-0.161253,1.562234,-0.4966826,,
14:57:58:452,-0.177104,1.557932,-0.4722154,,
14:57:58:484,-0.1932635,1.5534,-0.4476495,,
14:57:58:518,-0.2105927,1.549936,-0.4221218,,
14:57:58:552,-0.228951,1.547885,-0.3962653,,
14:57:58:585,-0.2486234,1.548775,-0.3702717,,
14:57:58:618,-0.2700276,1.554852,-0.3435054,,
14:57:58:652,-0.2923665,1.563287,-0.3160813,,
14:57:58:685,-0.3134956,1.570329,-0.2893784,,
14:57:58:718,-0.3337312,1.576856,-0.2624047,,
14:57:58:752,-0.3528471,1.582323,-0.234988,,
14:57:58:785,-0.3710046,1.587068,-0.2067339,,
14:57:58:819,-0.3877711,1.590876,-0.177814,,
14:57:58:852,-0.4030275,1.593423,-0.1489627,,
14:57:58:885,-0.4173017,1.594835,-0.1197085,,
14:57:58:919,-0.4310913,1.59511,-0.08963704,,
14:57:58:952,-0.4444556,1.59455,-0.05884361,,
14:57:58:985,-0.4570007,1.59277,-0.02729893,,
14:57:59:019,-0.4692125,1.589813,0.005060911,,
14:57:59:053,-0.4807334,1.585417,0.03760862,,
14:57:59:086,-0.4916902,1.58071,0.06989193,,
14:57:59:119,-0.5021286,1.576363,0.1021202,,
14:57:59:153,-0.5124474,1.573284,0.1343558,,
14:57:59:186,-0.5228505,1.574797,0.167114,,
14:57:59:219,-0.5331192,1.578526,0.2000568,,
14:57:59:253,-0.5442247,1.583107,0.2326005,,
14:57:59:286,-0.5560617,1.588525,0.2635972,,
14:57:59:320,-0.5691195,1.594458,0.2937806,,
14:57:59:353,-0.5826373,1.600165,0.3218799,,
14:57:59:386,-0.5965786,1.604389,0.3483782,,
14:57:59:420,-0.610971,1.606857,0.3741918,,
14:57:59:453,-0.6257048,1.607399,0.398926,,
14:57:59:487,-0.6413188,1.606496,0.4238973,,
14:57:59:520,-0.6572571,1.603856,0.4482701,,
14:57:59:553,-0.6738443,1.59927,0.4725769,,
14:57:59:587,-0.6916404,1.593424,0.4973738,,
14:57:59:620,-0.7106447,1.587023,0.5221274,,
14:57:59:654,-0.7313232,1.58163,0.5467858,,
14:57:59:687,-0.7533531,1.577499,0.5712843,,
14:57:59:721,-0.7763915,1.574864,0.5950944,,
14:57:59:754,-0.800498,1.576789,0.6183321,,
14:57:59:788,-0.8254757,1.582018,0.6414859,,
14:57:59:821,-0.8492723,1.586312,0.663687,,
14:57:59:854,-0.8725033,1.590062,0.6863427,,
14:57:59:887,-0.8942556,1.592945,0.7085261,,
14:57:59:921,-0.9155316,1.595192,0.7312179,,
14:57:59:955,-0.9368076,1.597011,0.7545531,,
14:57:59:988,-0.9578748,1.597798,0.7777512,,
14:58:00:021,-0.9797187,1.59779,0.8011682,,
14:58:00:054,-1.002456,1.596695,0.8248892,,
14:58:00:088,-1.025865,1.594379,0.8488138,,
14:58:00:121,-1.049159,1.590224,0.872597,,
14:58:00:154,-1.072552,1.583946,0.8967981,,
14:58:00:188,-1.095863,1.576362,0.9214256,,
14:58:00:221,-1.11899,1.568883,0.946398,,
14:58:00:255,-1.14184,1.561487,0.9716341,,
14:58:00:289,-1.164173,1.556468,0.9963014,,
14:58:00:322,-1.18673,1.555276,1.021012,,
14:58:00:355,-1.208462,1.55588,1.043746,,
14:58:00:388,-1.231678,1.558466,1.065483,,
14:58:00:422,-1.255799,1.562542,1.084984,,
14:58:00:455,-1.280098,1.566834,1.102794,,
14:58:00:488,-1.303802,1.569996,1.118757,,
14:58:00:522,-1.327254,1.572012,1.132984,,
14:58:00:556,-1.351553,1.57341,1.146354,,
14:58:00:589,-1.375236,1.57383,1.158165,,
14:58:00:622,-1.39935,1.573631,1.169163,,
14:58:00:655,-1.423252,1.572099,1.179038,,
14:58:00:689,-1.447012,1.569707,1.187911,,
14:58:00:722,-1.47084,1.566967,1.195578,,
14:58:00:756,-1.494591,1.564277,1.201926,,
14:58:00:789,-1.518252,1.562671,1.206857,,
14:58:00:822,-1.542219,1.561972,1.210508,,
14:58:00:856,-1.566421,1.563462,1.213151,,
14:58:00:889,-1.590499,1.567386,1.214971,,
14:58:00:922,-1.614242,1.571365,1.216393,,
14:58:00:956,-1.638066,1.575281,1.217847,,
14:58:00:989,-1.661364,1.578808,1.219495,,
14:58:01:023,-1.684313,1.581911,1.22171,,
14:58:01:056,-1.706466,1.584352,1.224329,,
14:58:01:089,-1.728168,1.585546,1.227354,,
14:58:01:123,-1.750265,1.586294,1.22966,,
14:58:01:156,-1.771939,1.585811,1.231822,,
14:58:01:190,-1.794754,1.583723,1.234181,,
14:58:01:223,-1.817027,1.580471,1.235646,,
14:58:01:257,-1.840437,1.575594,1.237024,,
14:58:01:290,-1.863744,1.570066,1.238323,,
14:58:01:323,-1.887803,1.564177,1.239982,,
14:58:01:357,-1.911376,1.558434,1.241415,,
14:58:01:390,-1.934137,1.553207,1.242876,,
14:58:01:423,-1.95673,1.548659,1.244211,,
14:58:01:457,-1.979629,1.54518,1.24525,,
14:58:01:490,-2.002986,1.542907,1.245583,,
14:58:01:523,-2.026117,1.541463,1.245013,,
14:58:01:558,-2.048683,1.539603,1.24353,,
14:58:01:591,-2.070121,1.53753,1.241125,,
14:58:01:624,-2.090691,1.535931,1.237582,,
14:58:01:658,-2.109838,1.534462,1.233044,,
14:58:01:691,-2.127798,1.532981,1.227631,,
14:58:01:724,-2.144714,1.531424,1.221272,,
14:58:01:757,-2.160649,1.529687,1.214217,,
14:58:01:791,-2.175997,1.527664,1.206458,,
14:58:01:824,-2.189837,1.525593,1.198225,,
14:58:01:858,-2.202294,1.523392,1.189776,,
14:58:01:891,-2.212744,1.521123,1.181574,,
14:58:01:924,-2.221172,1.519227,1.173457,,
14:58:01:941,,,,,
14:58:01:958,-2.227844,1.518201,1.165439,,
14:58:01:991,-2.232774,1.518212,1.157527,,
14:58:02:025,-2.236345,1.519219,1.149452,,
14:58:02:058,-2.238263,1.520805,1.14162,,
14:58:02:091,-2.238724,1.523013,1.134169,,
14:58:02:125,-2.237925,1.525546,1.12677,,
14:58:02:158,-2.235799,1.527897,1.119846,,
14:58:02:192,-2.232355,1.5297,1.113578,,
14:58:02:225,-2.22811,1.531037,1.107798,,
14:58:02:258,-2.223208,1.531871,1.102608,,
14:58:02:292,-2.217316,1.531913,1.098236,,
14:58:02:325,-2.210804,1.531017,1.094532,,
14:58:02:359,-2.203499,1.529191,1.091442,,
14:58:02:392,-2.195975,1.526258,1.089051,,
14:58:02:425,-2.187217,1.522336,1.087272,,
14:58:02:459,-2.177831,1.517848,1.085865,,
14:58:02:492,-2.168097,1.51349,1.085098,,
14:58:02:526,-2.158609,1.510157,1.084666,,
14:58:02:559,-2.150978,1.508056,1.08429,,
14:58:02:593,-2.143536,1.507148,1.084453,,
14:58:02:626,-2.136695,1.507283,1.085018,,
14:58:02:659,-2.130562,1.508389,1.086002,,
14:58:02:693,-2.124949,1.510417,1.08728,,
14:58:02:726,-2.119543,1.513049,1.088833,,
14:58:02:759,-2.114469,1.515802,1.090906,,
14:58:02:793,-2.109506,1.51833,1.093466,,
14:58:02:826,-2.104652,1.520522,1.096561,,
14:58:02:860,-2.100034,1.522287,1.100196,,
14:58:02:893,-2.095747,1.523608,1.10429,,
14:58:02:926,-2.092124,1.524525,1.108721,,
14:58:02:960,-2.089048,1.525143,1.113425,,
14:58:02:993,-2.087101,1.526451,1.11821,,
14:58:03:026,-2.0864,1.528415,1.122862,,
14:58:03:060,-2.085516,1.529258,1.127302,,
14:58:03:094,-2.084721,1.529197,1.131719,,
14:58:03:126,-2.084211,1.528599,1.13562,,
14:58:03:160,-2.083875,1.527601,1.139321,,
14:58:03:194,,,,,
14:58:03:194,,,,,
14:58:03:194,,,,,
14:58:03:195,,,,,
14:58:03:195,-2.083615,1.526542,1.142481,,
14:58:03:227,-2.083452,1.525473,1.145146,,
14:58:03:261,-2.083469,1.524545,1.14732,,
14:58:03:293,-2.083861,1.523962,1.14889,,
14:58:03:328,-2.084517,1.523467,1.149971,,
14:58:03:361,-2.085319,1.522915,1.150518,,
14:58:03:394,-2.085961,1.522507,1.150848,,
14:58:03:428,-2.086402,1.522516,1.150951,,
14:58:03:462,-2.086618,1.522866,1.150753,,
14:58:03:495,-2.085902,1.523636,1.150505,,
14:58:03:528,-2.084736,1.524724,1.150278,,
14:58:03:561,-2.082729,1.526005,1.150283,,
14:58:03:595,-2.079394,1.527196,1.150894,,
